country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
USA,United States of America,LNG 1 & 2,5.2,41.5694,-72.1175,Oil,,,,2010,Connecticut Mun Elec Engy Coop,0.494,U.S. Energy Information Administration,
USA,United States of America,LRI LFGTE Facility,4.5,46.9756,-122.2906,Waste,,,,2013,Frontier Operation Services,31.473,U.S. Energy Information Administration,
USA,United States of America,LSP-Cottage Grove LP,283.5,44.7956,-92.9119,Gas,Oil,,,1997,Cottage Grove Operating Services LLC,499.004,U.S. Energy Information Administration,
USA,United States of America,LSP-Whitewater LP,283.5,42.8555,-88.7299,Gas,Oil,,,1997,Whitewater Operating Services LLC,822.840328,U.S. Energy Information Administration,
USA,United States of America,LSU Cogen,19.6,30.4106,-91.1814,Gas,,,,2005,LSU and A&M College,116.5946,U.S. Energy Information Administration,
USA,United States of America,LTMUA,1,39.0078,-74.9356,Solar,,,,2012,GSRP,1.663,U.S. Energy Information Administration,
USA,United States of America,La Crosse,5.5,38.5317,-99.3083,Oil,Gas,,,1969.090909,City of La Crosse - (KS),0.042,U.S. Energy Information Administration,
USA,United States of America,La Cygne,1598.9,38.3481,-94.6456,Coal,,,,1974.815998,Evergy Metro,5798.009008,U.S. Energy Information Administration,
USA,United States of America,La Farge,1.5,43.5722,-90.6391,Oil,,,,1990,La Farge Municipal Electric Co,0,U.S. Energy Information Administration,
USA,United States of America,La Grange,4.5,37.6697,-120.4436,Hydro,,,,1925,Turlock Irrigation District,10.749,U.S. Energy Information Administration,14.3
USA,United States of America,La Joya Del Sol,1.5,36.6786,-119.7975,Solar,,,,2013,CleanCapital,2.103,U.S. Energy Information Administration,
USA,United States of America,La Junta,17.2,37.9876,-103.5468,Oil,Gas,,,1961.040698,City of La Junta - (CO),-0.733,U.S. Energy Information Administration,
USA,United States of America,La Luz Energy Center,42.3,34.6161,-106.815,Gas,,,,2016,Public Service Co of NM,19.46,U.S. Energy Information Administration,
USA,United States of America,La Paloma Generating Plant,1200,35.2956,-119.5919,Gas,,,,2003,CXA La Paloma LLC,1036.441,U.S. Energy Information Administration,
USA,United States of America,La Plata,3.6,40.0244,-92.4896,Oil,,,,2013,City of La Plata - (MO),0,U.S. Energy Information Administration,
USA,United States of America,La Porte,5.4,42.3159,-92.1928,Oil,,,,2005,La Porte City Utilities,0.337,U.S. Energy Information Administration,
USA,United States of America,La Senita,1,35.2417,-114.0046,Solar,,,,2011,UNS Electric  Inc,1.981,U.S. Energy Information Administration,2.19
USA,United States of America,LaFayette Solar Farm,79.2,32.8763,-85.3882,Solar,,,,2018,AL Solar A  LLC,167.107,U.S. Energy Information Administration,
USA,United States of America,LaGrande,64,46.8328,-122.3196,Hydro,,,,1932.625,City of Tacoma - (WA),244.588,U.S. Energy Information Administration,187.56
USA,United States of America,LaO Energy Systems,464.5,30.3186,-91.2325,Gas,Other,,,1968.871905,Dow Chemical Co,1543.176,U.S. Energy Information Administration,
USA,United States of America,LaSalle Generating Station,2340,41.2455,-88.6691,Nuclear,,,,1984,Exelon Nuclear,19435.255,U.S. Energy Information Administration,
USA,United States of America,Labadie,2389.4,38.5622,-90.8377,Coal,Oil,,,1971.539592,Union Electric Co - (MO),14121.0019,U.S. Energy Information Administration,
USA,United States of America,Labish Solar LLC,2.2,45.023,-122.922,Solar,,,,2019,Labish Solar LLC,3.88,U.S. Energy Information Administration,
USA,United States of America,Lachute Hydro Lower,3.8,43.849,-73.4207,Hydro,,,,1988,Lachute Hydro Co Inc,21.655,U.S. Energy Information Administration,11.01
USA,United States of America,Lachute Hydro Upper,5.2,43.8439,-73.4312,Hydro,,,,1988,Lachute Hydro Co Inc,21.655,U.S. Energy Information Administration,14.31
USA,United States of America,Lackawanna Energy Center,1665,41.4714,-75.5442,Gas,,,,2018.333333,Invenergy Services LLC,10163.068,U.S. Energy Information Administration,
USA,United States of America,Lacomb Irrigation District,1,44.5975,-122.6854,Hydro,,,,1987,Lacomb Irrigation Dist,3.658,U.S. Energy Information Administration,4.08
USA,United States of America,Lady Slipper Solar Array CSG,4.5,44.5544,-92.6617,Solar,,,,2019,AEP Onsite Partners,5.923,U.S. Energy Information Administration,
USA,United States of America,Ladysmith,892.5,38.0722,-77.5133,Gas,Oil,,,2005.4,Virginia Electric & Power Co,656.039,U.S. Energy Information Administration,
USA,United States of America,Ladysmith Dam,3.4,45.4644,-91.0836,Hydro,,,,1960.235294,Northern States Power Co - Minnesota,14.529,U.S. Energy Information Administration,11.7
USA,United States of America,Lafayette DPC Solar,1,44.8878,-91.3524,Solar,,,,2017,SoCore Energy LLC,1.427,U.S. Energy Information Administration,
USA,United States of America,Lafayette Horizon Solar CSG LLC,1.6,39.9816,-105.0637,Solar,,,,2019,Lafayette Horizon Solar CSG LLC,3.276,U.S. Energy Information Administration,
USA,United States of America,Lafayette Solar I  LLC,2,35.2324,-81.5642,Solar,,,,2015,SRE Utility Solar 1  LLC,3.327,U.S. Energy Information Administration,
USA,United States of America,Lagoon Cogeneration Facility,3,40.9872,-111.8983,Gas,Oil,,,1991.333333,Lagoon Corp,0,U.S. Energy Information Administration,
USA,United States of America,Lagoon Creek,1625.2,35.6578,-89.3964,Gas,Oil,,,2004.559193,Tennessee Valley Authority,3574.039998,U.S. Energy Information Administration,
USA,United States of America,Laguna Water Reclamation Facility,4.4,38.3689,-122.7658,Biomass,Gas,,,2013,City of Santa Rosa,15.239,U.S. Energy Information Administration,
USA,United States of America,Laho Solar Plant,3,38.2914,-113.0356,Solar,,,,2015,First Wind O&M  LLC,6.221,U.S. Energy Information Administration,
USA,United States of America,Lahontan,1.8,39.4625,-119.0667,Hydro,,,,1911,Truckee-Carson Irrigation District,8.278,U.S. Energy Information Administration,5.29
USA,United States of America,Lahr 1  LLC,5,45.4312,-94.426,Solar,,,,2018,SoCore Energy LLC,6.968,U.S. Energy Information Administration,
USA,United States of America,Lake (WY),2.7,44.415,-110.5739,Oil,,,,1967,NorthWestern Energy,0.146,U.S. Energy Information Administration,
USA,United States of America,Lake Benton I,107.2,44.2917,-96.375,Wind,,,,1998,Allete Clean Energy,205.402,U.S. Energy Information Administration,287.14
USA,United States of America,Lake Benton II,100.2,44.1294,-96.117,Wind,,,,1999,Northern States Power Co - Minnesota,57.121,U.S. Energy Information Administration,280.01
USA,United States of America,Lake Blackshear Project,17.2,31.8477,-83.942,Hydro,,,,1930,Crisp County Power Comm,40.775,U.S. Energy Information Administration,42.66
USA,United States of America,Lake Catherine,552.5,34.4341,-92.9049,Gas,,,,1970,Entergy Arkansas LLC,127.495,U.S. Energy Information Administration,
USA,United States of America,Lake Charles Plant,36.4,30.1489,-93.3356,Cogeneration,,,,2013,Rain CII Carbon LLC,195.359,U.S. Energy Information Administration,
USA,United States of America,Lake Charles Polymers,31.1,30.1966,-93.322,Gas,,,,2011,Equistar Chemicals LP,165.343,U.S. Energy Information Administration,
USA,United States of America,Lake Creek Dam,1.5,40.4936,-111.3125,Hydro,,,,1981,Heber Light & Power Company,3.94614,U.S. Energy Information Administration,3.33
USA,United States of America,Lake Crystal,5.8,44.1069,-94.2197,Oil,Gas,,,1975.37931,City of Lake Crystal - (MN),0.049,U.S. Energy Information Administration,
USA,United States of America,Lake Dorothy Hydroelectric Project,14.3,58.2325,-134.0533,Hydro,,,,2009,Alaska Electric Light&Power Co,67.932,U.S. Energy Information Administration,42.84
USA,United States of America,Lake Emily Solar,4.5,44.3204,-93.9032,Solar,,,,2017,Enel Green Power NA  Inc.,8.131,U.S. Energy Information Administration,
USA,United States of America,Lake Forest Hospital,3.2,42.2542,-87.8643,Gas,,,,1996,Northwestern Lake Forest Hospital,0.357,U.S. Energy Information Administration,
USA,United States of America,Lake Gas Recovery,6,42.1063,-87.8137,Waste,,,,1993,WM Illinois Renewable Energy LLC,17.795,U.S. Energy Information Administration,
USA,United States of America,Lake Hancock Solar,50,27.7191,-82.0339,Solar,,,,2019,Tampa Electric Co,33.421,U.S. Energy Information Administration,
USA,United States of America,Lake Hodges Hydroelectric Facility,42,33.0586,-117.1194,Hydro,,,,2012,San Diego County Water Auth,-22.612,U.S. Energy Information Administration,123.8
USA,United States of America,Lake Hubbard,927.5,32.8358,-96.5458,Gas,,,,1971.71752,Luminant Generation Company LLC,318.791,U.S. Energy Information Administration,
USA,United States of America,Lake Lure,3.6,35.4259,-82.184,Hydro,,,,1927,Lake Lure Town of,10.171,U.S. Energy Information Administration,8
USA,United States of America,Lake Lynn Hydro Station,51.2,39.7203,-79.8561,Hydro,,,,1926.75,Lake Lynn Generation  LLC,113.417,U.S. Energy Information Administration,195.35
USA,United States of America,Lake Mathews,4.9,33.8553,-117.4537,Hydro,,,,1980,Metropolitan Water District of S CA,3.733,U.S. Energy Information Administration,10.55
USA,United States of America,Lake Mendocino,3.5,39.1972,-123.1856,Hydro,,,,1987,City of Ukiah - (CA),13.804,U.S. Energy Information Administration,9.73
USA,United States of America,Lake Mills,18.5,43.4172,-93.5322,Oil,Gas,,,1983.281081,City of Lake Mills,0.246,U.S. Energy Information Administration,
USA,United States of America,Lake Mills Gas Recovery,4,43.3864,-93.5589,Waste,,,,2006,WM Renewable Energy LLC,16.94,U.S. Energy Information Administration,
USA,United States of America,Lake One,60.5,34.1772,-118.3147,Gas,,,,2002,City of Burbank Water and Power,15.995,U.S. Energy Information Administration,
USA,United States of America,Lake Park,4,43.4301,-95.3153,Oil,,,,2005,City of Lake Park - (IA),0.08,U.S. Energy Information Administration,
USA,United States of America,Lake Placid Solar Power Plant,45,27.3311,-81.364,Solar,,,,2020,Duke Energy Florida  LLC,4.17,U.S. Energy Information Administration,
USA,United States of America,Lake Pleasant WTP,6.5,33.8206,-112.24,Solar,,,,2013,Solar Star Arizona III LLC,14.631,U.S. Energy Information Administration,
USA,United States of America,Lake Preston,24.1,44.3649,-97.3811,Oil,,,,1978,Otter Tail Power Co,0.251,U.S. Energy Information Administration,
USA,United States of America,Lake Pulaski Solar,7.5,45.1959,-93.8121,Solar,,,,2017,Enel Green Power NA  Inc.,12.648,U.S. Energy Information Administration,
USA,United States of America,Lake Region Community Hybrid  LLC,2.5,46.5051,-96.1573,Wind,Solar,,,2019,Lake Region Community Hybrid  LLC,6.026,U.S. Energy Information Administration,
USA,United States of America,Lake Road (MO),278.4,39.7246,-94.8773,Gas,Oil,Other,,1969.902658,Evergy Missouri West,21.253,U.S. Energy Information Administration,
USA,United States of America,Lake Road Generating Plant,840,41.872,-71.8958,Gas,,,,2002,Lake Road Generating Co LP,5322.17,U.S. Energy Information Administration,
USA,United States of America,Lake Side Power Plant,1385,40.3317,-111.7542,Gas,,,,2010.679422,PacifiCorp,5063.902,U.S. Energy Information Administration,
USA,United States of America,Lake Waconia Community Solar Garden,1,44.875,-93.815,Solar,,,,2018,Lake Waconia Solar LLC,1.468,U.S. Energy Information Administration,
USA,United States of America,Lake Waconia IV Community Solar Garden,1,44.875,-93.815,Solar,,,,2018,Lake Waconia Solar IV LLC,1.457,U.S. Energy Information Administration,
USA,United States of America,Lake Winds Energy Park,100.8,43.8719,-86.3347,Wind,,,,2012,Consumers Energy Co,268.591,U.S. Energy Information Administration,420.16
USA,United States of America,Lakefield Junction,537.8,43.7984,-94.8415,Gas,Oil,,,2001.003719,Great River Energy,60.2,U.S. Energy Information Administration,
USA,United States of America,Lakefield Utilities,3.4,43.6742,-95.1706,Oil,,,,1996.647059,City of Lakefield - (MN),0.013,U.S. Energy Information Administration,
USA,United States of America,Lakefield Wind Project LLC,205.5,43.675,-95.1567,Wind,,,,2011,EDF Renewable Asset Holdings  Inc.,594.584,U.S. Energy Information Administration,768.46
USA,United States of America,Lakeland Electric Co. (FL) - Airport II,3.5,27.9911,-82.0473,Solar,,,,2012,NVT LICENSES  LLC,,U.S. Energy Information Administration,6.21
USA,United States of America,Lakeland Electric Co. (FL)-Airport 1,2.7,27.9885,-82.0473,Solar,,,,2012,NVT LICENSES  LLC,4.435,U.S. Energy Information Administration,4.92
USA,United States of America,Lakeland Solar Energy LLC,1.8,31.0269,-83.055,Solar,,,,2014,Invenergy Services LLC,3.843,U.S. Energy Information Administration,
USA,United States of America,Lakeside,5.4,39.7573,-89.6005,Oil,,,,2002,City of Springfield - (IL),0,U.S. Energy Information Administration,
USA,United States of America,Lakeswind Power Partners,51.8,46.7181,-96.2119,Wind,,,,2014,Lakeswind Power Partners,151.13,U.S. Energy Information Administration,
USA,United States of America,Lakeview Gas Recovery,6,42.0602,-80.0208,Waste,,,,1997,WM Renewable Energy LLC,34.285,U.S. Energy Information Administration,
USA,United States of America,Lakeville Solar,2.7,41.8652,-70.9583,Solar,,,,2019,C2 MA Lakeville  LLC,3.866,U.S. Energy Information Administration,
USA,United States of America,Lakewood Cheddar School,1,40.0709,-74.1808,Solar,,,,2013,GSRP,1.367,U.S. Energy Information Administration,
USA,United States of America,Lakewood Seven Solar LLC,1,40.0575,-74.1856,Solar,,,,2012,Altus Power America Management  LLC,1.076,U.S. Energy Information Administration,1.6
USA,United States of America,Lakota Ridge LLC,11.2,44.3996,-96.4284,Wind,,,,1999,Energy Operations Group LLC (MN),19.416,U.S. Energy Information Administration,25.62
USA,United States of America,Lakota Wind Wind Farm,10.5,43.3839,-94.1475,Wind,,,,2009,Iowa Lakes Electric Coop,33.751,U.S. Energy Information Administration,32.61
USA,United States of America,Lamar Plant,8,38.0333,-102.5379,Wind,Oil,,,1989.875,City of Lamar - (CO),9.95,U.S. Energy Information Administration,
USA,United States of America,Lamar Power Project,1112.6,33.6308,-95.59,Gas,,,,2000.316376,LaFrontera Holdings LLC,7004.287,U.S. Energy Information Administration,
USA,United States of America,Lambie Energy Center,47,38.2216,-121.8683,Gas,,,,2003,Gilroy Energy Center LLC,12.245,U.S. Energy Information Administration,
USA,United States of America,Lamesa II,50,32.7133,-101.8852,Solar,,,,2018,Lamesa Solar II  L.L.C.,120.005,U.S. Energy Information Administration,
USA,United States of America,Lamesa Solar,102,32.7156,-101.9265,Solar,,,,2017,Southern Power Co,238.393,U.S. Energy Information Administration,
USA,United States of America,Lamoni Municipal Utilities,10.5,40.622,-93.9326,Oil,Gas,,,1987.247619,City of Lamoni - (IA),0.075,U.S. Energy Information Administration,
USA,United States of America,Lampwick,7.5,30.8722,-99.5373,Solar,,,,2019,Cypress Creek Renewables,0,U.S. Energy Information Administration,
USA,United States of America,Lanai Solar-Electric Plant,1.2,20.7667,-156.9233,Solar,,,,2009,Lanai Sustainability Research LLC,1.466,U.S. Energy Information Administration,2.31
USA,United States of America,Lancaster,3,34.7434,-117.9722,Solar,,,,2018,AVS Phase 2 LLC,7.641,U.S. Energy Information Administration,
USA,United States of America,Lancaster Baptist Church,1,34.6958,-118.0589,Solar,,,,2012,Tesla Inc.,2.053,U.S. Energy Information Administration,1.88
USA,United States of America,Lancaster County Resource Recovery,35.7,40.0711,-76.6436,Waste,,,,1991,Covanta Lancaster Inc,196.395997,U.S. Energy Information Administration,
USA,United States of America,Lancaster Dry Farm Ranch B,5,34.7169,-118.2894,Solar,,,,2014,Sustainable Power Group  LLC,12.975,U.S. Energy Information Administration,
USA,United States of America,Lancaster Little Rock,5,34.5994,-117.9328,Solar,,,,2015,Sustainable Power Group  LLC,12.671,U.S. Energy Information Administration,
USA,United States of America,Lancaster Solar 1,1.5,34.715,-118.095,Solar,,,,2014,PsomasFMG Lancaster Solar Crest  LLC,3.358,U.S. Energy Information Administration,
USA,United States of America,Lancaster Solar 2,1.5,34.7106,-118.1661,Solar,,,,2014,PsomasFMG Lancaster Solar Crest  LLC,3.354,U.S. Energy Information Administration,
USA,United States of America,Lancaster WAD B,3,34.7802,-118.1933,Solar,,,,2017,Sustainable Power Group  LLC,7.403,U.S. Energy Information Administration,
USA,United States of America,Lanchester Generating Station,3.2,40.1108,-75.9547,Waste,,,,2008.5,EDL Inc,19.298,U.S. Energy Information Administration,
USA,United States of America,Landis Delivery No 2,2.2,35.542,-80.6123,Oil,,,,2007,North Carolina Mun Power Agny #1,-0.046,U.S. Energy Information Administration,
USA,United States of America,Lane Solar,5,35.395,-78.051,Solar,,,,2018,Lane Solar Farm LLC,9.324,U.S. Energy Information Administration,
USA,United States of America,Lanesboro,2.6,43.72,-91.9777,Oil,Hydro,,,1994.653846,Lanesboro Public Utility Comm,0.104,U.S. Energy Information Administration,
USA,United States of America,Lanesville Solar RES,1.1,38.2717,-85.9864,Solar,,,,2016,Hoosier Energy R E C  Inc,1.837,U.S. Energy Information Administration,
USA,United States of America,Lang Solar Farm,5,35.1959,-77.5028,Solar,,,,2016,Lang Solar Farm  LLC,9.123,U.S. Energy Information Administration,
USA,United States of America,Langdon Renewables  LLC,118.5,48.63,-98.315,Wind,,,,2008,FPL Energy Langdon Wind LLC,462.96,U.S. Energy Information Administration,394.95
USA,United States of America,Langdon Solar Farm  LLC,5,35.4473,-78.4135,Solar,,,,2016,Langdon Solar Farm  LLC,8.791,U.S. Energy Information Administration,
USA,United States of America,Langdon Wind Energy Center,40.5,48.6303,-98.3169,Wind,,,,2008,Otter Tail Power Co,137.19,U.S. Energy Information Administration,128.7
USA,United States of America,Langdon Wind II LLC,40.5,48.6292,-98.3164,Wind,,,,2008,FPL Energy Langdon Wind LLC,162.703,U.S. Energy Information Administration,128.7
USA,United States of America,Lange Gas Turbines,40,44.1203,-103.26,Gas,,,,2002,Black Hills Power  Inc. d/b/a,22.324,U.S. Energy Information Administration,
USA,United States of America,Lange Solar,1,44.0282,-92.6391,Solar,,,,2019,Arcadia Solar  LLC,0.285,U.S. Energy Information Administration,
USA,United States of America,Langford Wind Power,150,31.0854,-100.6788,Wind,,,,2010,Langford Wind Power LLC,398.004,U.S. Energy Information Administration,570.82
USA,United States of America,Langley Gulch Power Plant,318.5,43.9044,-116.8197,Gas,,,,2012,Idaho Power Co,1501.424,U.S. Energy Information Administration,
USA,United States of America,Langley PV1,5,35.8019,-77.8489,Solar,,,,2015,Ecoplexus  Inc,9.665,U.S. Energy Information Administration,
USA,United States of America,Lanier Solar,4.9,34.8989,-77.8089,Solar,,,,2016,Cypress Creek Renewables,9.544,U.S. Energy Information Administration,
USA,United States of America,Lanikuhana Solar LLC,14.7,21.4287,-158.0236,Solar,,,,2019,Lanikuhana Solar LLC,13.848,U.S. Energy Information Administration,
USA,United States of America,Lansing,274.5,43.3359,-91.1675,Coal,Oil,,,1977,Interstate Power and Light Co,441.908996,U.S. Energy Information Administration,
USA,United States of America,Lansing BWL REO Town Plant,98,42.7197,-84.5517,Gas,,,,2013,Lansing Board of Water and Light,542.088,U.S. Energy Information Administration,
USA,United States of America,Lansing Smith,661.5,30.2686,-85.7003,Gas,Oil,,,2000.041119,Gulf Power Co,3913.387,U.S. Energy Information Administration,
USA,United States of America,Lapetus,100,32.4601,-102.6728,Solar,,,,2020,Lapetus Energy Project LLC,3.046,U.S. Energy Information Administration,
USA,United States of America,Laramie River Station,1710,42.1089,-104.8825,Coal,,,,1981.333333,Basin Electric Power Coop,9032.132994,U.S. Energy Information Administration,
USA,United States of America,Laredo,263.6,27.5667,-99.5089,Gas,,,,2008,Talen Texas  LLC,111.609,U.S. Energy Information Administration,
USA,United States of America,Laredo Bus Facility Solar Canopies,1,33.7833,-84.2678,Solar,,,,2012,MARTA,1.866,U.S. Energy Information Administration,1.66
USA,United States of America,Laredo Ridge Wind LLC,79.9,41.8803,-98.0239,Wind,,,,2011,NRG Energy Gas & Wind Holdings Inc,257.405,U.S. Energy Information Administration,348.01
USA,United States of America,Larkspur Energy Facility,99.8,32.567,-116.9442,Gas,Oil,,,2001,Diamond Generating Corporation,52.624,U.S. Energy Information Administration,
USA,United States of America,Larned,16.4,38.1762,-99.1,Oil,Gas,,,1993.463415,City of Larned - (KS),-0.408,U.S. Energy Information Administration,
USA,United States of America,Larsen Memorial,133.6,28.0797,-81.9228,Gas,Oil,,,1980.317365,City of Lakeland - (FL),149.23,U.S. Energy Information Administration,
USA,United States of America,Las Animas,5.6,38.0647,-103.2159,Oil,,,,1958.5,City of Las Animas - (CO),0,U.S. Energy Information Administration,
USA,United States of America,Las Vegas Generating Station,358.9,36.2319,-115.1222,Gas,,,,2001.462803,Nevada Power Co,196.104,U.S. Energy Information Administration,
USA,United States of America,Las Vegas Solar Energy Center,5,35.6433,-105.2067,Solar,,,,2011,PNM Resources,9.864,U.S. Energy Information Administration,10.23
USA,United States of America,Las Vegas WPCF Solar Plant,3.3,36.1344,-115.0353,Solar,,,,2013,City of Las Vegas,6.51321,U.S. Energy Information Administration,
USA,United States of America,Las Virgenes Municipal Water District,1,34.1361,-118.7019,Solar,,,,2014,Tesla Inc.,1.666,U.S. Energy Information Administration,
USA,United States of America,Last Chance,1.7,42.6033,-111.7053,Hydro,,,,1984,PacifiCorp,4.695,U.S. Energy Information Administration,5.86
USA,United States of America,Lateral 10 Ventures,2.4,42.6474,-114.8903,Hydro,,,,1984,Lateral 10 Ventures,,U.S. Energy Information Administration,7.74
USA,United States of America,Latigo Wind Park,62.1,37.8867,-109.3684,Wind,,,,2016,Sustainable Power Group  LLC,165.201,U.S. Energy Information Administration,
USA,United States of America,Latitude Solar Center,15,35.3064,-89.1675,Solar,,,,2019,Latitude Solar Center  LLC,31.422,U.S. Energy Information Administration,
USA,United States of America,Lauderdale,1215.9,26.0686,-80.1984,Gas,Oil,,,2014.356033,Florida Power & Light Co,421.894001,U.S. Energy Information Administration,
USA,United States of America,Laurel,3.5,42.4305,-97.0908,Gas,Oil,,,1979.657143,City of Laurel - (NE),0.006,U.S. Energy Information Administration,
USA,United States of America,Laurel Dam,70,36.9614,-84.27,Hydro,,,,1977,USCE-Nashville District,112.75,U.S. Energy Information Administration,207.33
USA,United States of America,Laurel Hill Wind,69,41.5323,-77.0296,Wind,,,,2012,Laurel Wind Energy LLC,155.448,U.S. Energy Information Administration,237.08
USA,United States of America,Laurel Mountain Hybrid,113.6,39.0072,-79.8866,Wind,Storage,,,2011,AES Wind Generation Inc,227.084,U.S. Energy Information Administration,408.14
USA,United States of America,Laurel Ridge LFGTE,4,37.035,-84.0933,Waste,,,,2003.6,East Kentucky Power Coop  Inc,18.669,U.S. Energy Information Administration,
USA,United States of America,Laurel Wind Farm,119.6,41.8833,-92.9333,Wind,,,,2012,MidAmerican Energy Co,340.36,U.S. Energy Information Administration,441.29
USA,United States of America,Laurens,9.1,42.8486,-94.8506,Oil,,,,2002.186813,City of Laurens - (IA),0.284,U.S. Energy Information Administration,
USA,United States of America,Laurinburg Farm,5,34.7644,-79.443,Solar,,,,2016,Laurinburg Farm  LLC,8.032,U.S. Energy Information Administration,
USA,United States of America,Laurinburg Solar,5,34.7565,-79.4302,Solar,,,,2015,Cypress Creek Renewables,9.061,U.S. Energy Information Administration,
USA,United States of America,Laurinburg Solar  LLC (Heelstone),2,34.7076,-79.2954,Solar,,,,2016,SRE Utility Solar 1  LLC,3.927,U.S. Energy Information Administration,
USA,United States of America,Laverne Battery,1.1,43.6386,-96.39,Storage,,,,2013,Northern States Power Co - Minnesota,-0.531,U.S. Energy Information Administration,
USA,United States of America,Laverne Diesel Generating Plant,4,36.7106,-99.8906,Oil,,,,2006,Town of Laverne - (OK),0.035,U.S. Energy Information Administration,
USA,United States of America,Lavio Solar,1,38.1946,-122.6634,Solar,,,,2018,Lavio Solar  LLC,1.931,U.S. Energy Information Administration,
USA,United States of America,Lawrence County Station,402,38.8003,-86.4511,Gas,,,,2005,Hoosier Energy R E C  Inc,40.349,U.S. Energy Information Administration,
USA,United States of America,Lawrence Creek Solar,3.5,45.4013,-92.6937,Solar,,,,2017,Enel Green Power NA  Inc.,5.433,U.S. Energy Information Administration,
USA,United States of America,Lawrence Energy Center,517,39.0072,-95.2692,Coal,Gas,,,1968.574468,Evergy Kansas Central  Inc,2421.593023,U.S. Energy Information Administration,
USA,United States of America,Lawrence Hydroelectric Associates,14.8,42.6994,-71.1653,Hydro,,,,1981,Lawrence Hydroelectric Assoc,72.293,U.S. Energy Information Administration,57.97
USA,United States of America,Lawrenceburg Power  LLC,1232,39.0911,-84.8669,Gas,,,,2004,Lawrenceburg Power  LLC,7912.142,U.S. Energy Information Administration,
USA,United States of America,Lay Dam,177,32.9633,-86.5187,Hydro,,,,1967.5,Alabama Power Co,667.283,U.S. Energy Information Administration,603.52
USA,United States of America,LeSun CSG  LLC,5,44.2134,-93.5524,Solar,,,,2018,Cypress Creek Renewables,5.734,U.S. Energy Information Administration,
USA,United States of America,Leaburg,15.9,44.1011,-122.6892,Hydro,,,,1939.433962,Eugene Water & Electric Board,0,U.S. Energy Information Administration,66.97
USA,United States of America,Leaf River Cellulose LLC,50.4,31.2434,-89.0456,Biomass,Waste,Gas,,1984,Leaf River Cellulose LLC,403.44124,U.S. Energy Information Administration,
USA,United States of America,Leaning Juniper,110.4,45.6525,-120.2098,Wind,,,,2006,PacifiCorp,98.159,U.S. Energy Information Administration,267.11
USA,United States of America,Leaning Juniper Wind Power II,201,45.651,-120.2598,Wind,,,,2011,Avangrid Renewables LLC,373.162,U.S. Energy Information Administration,557.64
USA,United States of America,Leavenworth Greenworks LLC,9.5,40.9253,-72.7633,Solar,,,,2016,Sustainable Power Group  LLC,17.434,U.S. Energy Information Administration,
USA,United States of America,Lebanon Pines 1 & 2,5.2,41.5683,-72.2322,Oil,,,,2010,Connecticut Mun Elec Engy Coop,0.51,U.S. Energy Information Administration,
USA,United States of America,Lebanon Solar,2,40.6758,-74.9122,Solar,,,,2012,Consolidated Edison Development Inc.,2.791,U.S. Energy Information Administration,3.16
USA,United States of America,Lebanon Solar Farm (MO),2.5,37.6678,-92.6706,Solar,,,,2017,MC Power Companies Inc,4.32,U.S. Energy Information Administration,
USA,United States of America,Ledeaux Solar  LLC CSG,1,42.241,-72.104,Solar,,,,2017,38 Degrees North  LLC,1.434,U.S. Energy Information Administration,
USA,United States of America,Lederle Laboratories,23.4,41.0772,-74.0181,Gas,Oil,,,1992.213675,Veolia NA - Municipal & Commercial Business,118.80075,U.S. Energy Information Administration,
USA,United States of America,Lee Combined Cycle Plant,1068,35.3736,-78.0894,Gas,Oil,,,2013,Duke Energy Progress - (NC),6648.487,U.S. Energy Information Administration,
USA,United States of America,Lee County Landfill,11.2,34.181,-80.2678,Waste,,,,2005.491071,South Carolina Public Service Authority,22.667,U.S. Energy Information Administration,
USA,United States of America,Lee County Solid Waste Energy,59,26.6315,-81.7607,Waste,Oil,,,1998.40678,Lee County Board-Commissioners,338.491997,U.S. Energy Information Administration,
USA,United States of America,Lee Creek Water Treatment Facility,1.3,35.4845,-94.3929,Hydro,,,,1992,Fort Smith City of,0,U.S. Energy Information Administration,4.54
USA,United States of America,Lee Energy Facility,692,41.8287,-89.4054,Gas,,,,2001,Lee County Generating Station,141.054,U.S. Energy Information Administration,
USA,United States of America,Lee Site 31 Solar,1.9,42.2969,-73.2275,Solar,,,,2018,NSTAR Electric Company,2.149,U.S. Energy Information Administration,
USA,United States of America,Leesville,40,37.0933,-79.4025,Hydro,,,,1964,Appalachian Power Co,72.286,U.S. Energy Information Administration,130.52
USA,United States of America,Leggett Solar  LLC,5,36.058,-77.623,Solar,,,,2017,Cypress Creek Renewables,10.411,U.S. Energy Information Administration,
USA,United States of America,Legoland Solar,1.5,27.9862,-81.6902,Solar,,,,2017,Tampa Electric Co,2.102,U.S. Energy Information Administration,
USA,United States of America,Leicester One MA Solar LLC,6,42.2228,-71.8786,Solar,,,,2015,CleanCapital,6.382,U.S. Energy Information Administration,
USA,United States of America,Leland Olds,656,47.2808,-101.3212,Coal,,,,1972.707317,Basin Electric Power Coop,3605.404979,U.S. Energy Information Administration,
