"ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","PROPERTY.GROUP","SSA","LATITUDE","LONGITUDE","LOCATION"
6897909,"03/01/2023",2023-01-10,"VT1010","COMPLIED","03/01/2023","ARRANGE COMPLETED PERMIT INSP.","","","Arrange mechanical ventilation or warm air heating system final inspection when work completed. (13-12-100, 13-176-310, 13-184-140)","BL00781",13908447,"PASSED","N","PERMIT","VENTILATION","3333 N MILWAUKEE AVE",3333,"N","MILWAUKEE","AVE",134562,NA,41.941796251,-87.728044485,"(41.941796250944286, -87.72804448516749)"
6921338,"08/17/2023",2023-01-19,"CN065014","COMPLIED","07/12/2023","REPAIR LINTELS","OTHER   :    :OTHER BL00876","REAR ELEVATION - AT ROLL UP DOOR /LINTEL - WARPED AND RUSTED WITH LARGE GAPS PACKED WITH MORTAR. PLANS AND PERMITS REQUIRED FOR LINTEL REPAIR AND REPLACEMENT.","Failed to maintain lintel in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)","455370",14007878,"FAILED","N","COMPLAINT","CONSERVATION","5906 W FULLERTON AVE",5906,"W","FULLERTON","AVE",108040,NA,41.923970485,-87.773623048,"(41.9239704853799, -87.77362304754577)"
6921337,"08/17/2023",2023-01-19,"CN061014","COMPLIED","07/12/2023","REPAIR EXTERIOR WALL","OTHER   :    :OTHER BL00876","REAR ELEVATION - ABOVE ROLL UP DOOR /BRICKS - MISSING, SPALLING, AND CRUMBLING. PERMITS REQUIRED FOR MASONRY REPAIR.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","455370",14007878,"FAILED","N","COMPLAINT","CONSERVATION","5906 W FULLERTON AVE",5906,"W","FULLERTON","AVE",108040,NA,41.923970485,-87.773623048,"(41.9239704853799, -87.77362304754577)"
6893545,"03/08/2023",2023-01-10,"EV1111","COMPLIED","03/03/2023","MAINTAIN OR REPAIR HYDRO ELEVA","","CAT. 1 TEST OVERDUE. ALL ELEVATORS","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","312525",13908695,"PASSED","N","PERIODIC","ELEVATOR","221 E CULLERTON ST",221,"E","CULLERTON","ST",15903,NA,41.855414677,-87.621417337,"(41.855414677320745, -87.62141733666955)"
6893546,"03/08/2023",2023-01-10,"EV1111","COMPLIED","03/03/2023","MAINTAIN OR REPAIR HYDRO ELEVA","","REMOVE EXPOSED 110VAC WIRES IN MACHINE ROOM OR PUT INSIDE CONDUIT.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","312525",13908695,"PASSED","N","PERIODIC","ELEVATOR","221 E CULLERTON ST",221,"E","CULLERTON","ST",15903,NA,41.855414677,-87.621417337,"(41.855414677320745, -87.62141733666955)"
6897938,"03/08/2023",2023-01-10,"PL155017","COMPLIED","03/08/2023","PROVIDE COLD WATER TO FICTURES","","BASEMENT REAR UNIT / COLD WATER PIPES - BUSTED, NO HOT WATER FURNISHED.","Provide kitchen sink, bathroom sink, and/or bath tub or shower with cold water supply line, installed and connected. (13-196-420)","447020",13908475,"FAILED","N","COMPLAINT","CONSERVATION","2116 S FAIRFIELD AVE",2116,"S","FAIRFIELD","AVE",271798,NA,41.853197085,-87.694399068,"(41.8531970853777, -87.69439906832422)"
6897939,"03/08/2023",2023-01-10,"CN132016","COMPLIED","03/08/2023","HEAT UNIT ADEQUATELY","","BASEMENT REAR UNIT / BEDROOM ROOM TEMPERATURE - TEMP AT 62 DEGREES AT 3:15PM, HEATING SYSTEM ON AT TIME OF INSPECTION, HEAT IS INSUFFICIENT.","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","447020",13908475,"FAILED","N","COMPLAINT","CONSERVATION","2116 S FAIRFIELD AVE",2116,"S","FAIRFIELD","AVE",271798,NA,41.853197085,-87.694399068,"(41.8531970853777, -87.69439906832422)"
6898059,"03/08/2023",2023-01-10,"EV2450","COMPLIED","03/03/2023","MAINT VERTICAL WHEELCHAIR LIFT","","EMERGENCY PHONE ISN'T WORKING. WHEELCHAIR LIFT","Failed to maintain vertical wheelchair lift at premises in safe sound working condition.","312525",13908695,"PASSED","N","PERIODIC","ELEVATOR","221 E CULLERTON ST",221,"E","CULLERTON","ST",15903,NA,41.855414677,-87.621417337,"(41.855414677320745, -87.62141733666955)"
6897942,"01/10/2023",2023-01-10,"CN132016","OPEN","","HEAT UNIT ADEQUATELY","INTERIOR:-1  :","BASEMENT REAR UNIT / BEDROOM ROOM TEMPERATURE - TEMP AT 62 DEGREES AT 3:15PM, HEATING SYSTEM ON AT TIME OF INSPECTION, HEAT IS INSUFFICIENT.","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00722",13908476,"CLOSED","N","COMPLAINT","CONSERVATION","2116 S FAIRFIELD AVE",2116,"S","FAIRFIELD","AVE",271798,NA,41.853197085,-87.694399068,"(41.8531970853777, -87.69439906832422)"
6897941,"01/10/2023",2023-01-10,"PL155017","OPEN","","PROVIDE COLD WATER TO FICTURES","INTERIOR:-1  :","BASEMENT REAR UNIT / COLD WATER PIPES - BUSTED, NO HOT WATER FURNISHED.","Provide kitchen sink, bathroom sink, and/or bath tub or shower with cold water supply line, installed and connected. (13-196-420)","BL00722",13908476,"CLOSED","N","COMPLAINT","CONSERVATION","2116 S FAIRFIELD AVE",2116,"S","FAIRFIELD","AVE",271798,NA,41.853197085,-87.694399068,"(41.8531970853777, -87.69439906832422)"
6897940,"01/10/2023",2023-01-10,"PL154027","OPEN","","SUPPLY HOT WTR MIN TEMP 120DEG","INTERIOR:-1  :","BASEMENT REAR UNIT / HOT WATER PIPES - BUSTED, NO HOT WATER FURNISHED.","Supply adequate hot water with minimum temperature of 120 degrees F. (13-196-430)","BL00722",13908476,"CLOSED","N","COMPLAINT","CONSERVATION","2116 S FAIRFIELD AVE",2116,"S","FAIRFIELD","AVE",271798,NA,41.853197085,-87.694399068,"(41.8531970853777, -87.69439906832422)"
6907694,"01/30/2023",2023-01-18,"EL1884","OPEN","","SEE INSPECTOR COMMENTS","","SHALL BE INSTALLED IN NEAT AND WORKMANLIKE MANNER    14E-1-110.12","","101370",13942015,"PASSED","N","PERMIT","ELECTRICAL","6730 S SOUTH SHORE DR",6730,"S","SOUTH SHORE","DR",20066,NA,41.772627187,-87.56676654,"(41.77262718696298, -87.56676653959914)"
6907696,"01/30/2023",2023-01-18,"EL1884","OPEN","","SEE INSPECTOR COMMENTS","","A WALL SWITCH CONTROLLED LIGHTING OUTLET SHALL BE INSTALLED OVER EVERY SINK OR BASIN IN A ROOM OR AREA GREATER THAN 64 SQ. FT. - INSTALL LIGHTS OVER SINK   14E-2-210.70(2)(6","","101370",13942015,"PASSED","N","PERMIT","ELECTRICAL","6730 S SOUTH SHORE DR",6730,"S","SOUTH SHORE","DR",20066,NA,41.772627187,-87.56676654,"(41.77262718696298, -87.56676653959914)"
6907698,"01/30/2023",2023-01-18,"EL1884","OPEN","","SEE INSPECTOR COMMENTS","","OPENINGS THROUGH WHICH CONDUCTORS ENTER SHALL BE CLOSED IN AN APPROVED MANNER (KO FILLERS)    14E-3-314.17(A)","","101370",13942015,"PASSED","N","PERMIT","ELECTRICAL","6730 S SOUTH SHORE DR",6730,"S","SOUTH SHORE","DR",20066,NA,41.772627187,-87.56676654,"(41.77262718696298, -87.56676653959914)"
7106926,"01/23/2024",2023-01-19,"EL1878","OPEN","","MOTOR INSIGHT DISCONNECT","EXHAUST FAN IN GARAGE.","","Install disconnect switch insight of motor. (14E-4-430.102)","196492",14181925,"FAILED","N","COMPLAINT","CONSERVATION","2855 W HARRISON ST",2855,"W","HARRISON","ST",257473,NA,41.873665622,-87.698277685,"(41.87366562211662, -87.69827768542069)"
6926367,"01/13/2023",2023-01-13,"CN194049","OPEN","","THAT ON OR ABOUT","OTHER   :    :PROPERTY USE,","PROHIBITED AND NOT PERMTTED USE AND/OR ACTIVITY. THE MASONRY BUILDING HAS OVERHEAD GARAGE DOOR ¿ NOT ON THE APPROVED PLAN. THE PROPERTY IS USED AS A CONTRACTOR STORAGE YARD. THERE ARE HUNDREDS OF MASONRY BLOCKS, PALLETS OF STONE SILLS, COMMERCIAL SNOW PLOWS,  A SALT BOX FOR A TRUCK, A TRUCK CAP, COMMERCIAL CONCRETE MIXERS, CONCRETE FORMS, A FLAT TRAILER AND A SHIPPING CONTAINER. THE PROPERTY DOES NOT MEET THE LANDSCAPE/ACCESSIBE/FENCE/TRASH REQUIREMENTS. PER SEC. 17-16-0202, 17-16-0203,17-16-0207,17-10-0900, 17-10-1000,17-11-0300, 17-11-0202, 15-5-0204, 17-5-0207-O-2","THAT ON OR ABOUT","BL00942",14012267,"FAILED","N","COMPLAINT","CONSERVATION","214 N SACRAMENTO BLVD",214,"N","SACRAMENTO","BLVD",30564,NA,41.884555851,-87.701450713,"(41.88455585055364, -87.70145071306067)"
6926980,"01/19/2023",2023-01-19,"CN194039","OPEN","","REMOVE","OTHER   :    :VACANT LOTS,","PROHIBITED ACTIVITY: TWO VACANT/UNIMPROVED LOTS USED FOR OUTDOOR STORAGE OF 13 VEHICLES AND A 30YARD TRASH DUMPSTER. THERE IS JUNK AND DEBRIS THROUGHOUT. PER SEC. 17-2-0204, 17-16-0201, 7-28-780","Remove","BL00942",14012590,"FAILED","N","COMPLAINT","CONSERVATION","7565 S COLES AVE",7565,"S","COLES","AVE",421760,49,41.758467711,-87.557016496,"(41.75846771083159, -87.55701649601019)"
6926981,"01/19/2023",2023-01-19,"CN194029","OPEN","","PROVIDE","OTHER   :    :VACANT OPEN LOTS,","VACANT LOT REQUIREMENTS:THE LOTS ARE NOT FENCED AT EAST AND WEST ELEVATION. OWNERSHIP AND ¿NO PARKING¿ ARE NOT POSTED. PER SEC. 7-28-740 AND 7-28-750","Provide","BL00942",14012590,"FAILED","N","COMPLAINT","CONSERVATION","7565 S COLES AVE",7565,"S","COLES","AVE",421760,49,41.758467711,-87.557016496,"(41.75846771083159, -87.55701649601019)"
6897754,"03/15/2023",2023-01-10,"PL151137","COMPLIED","03/15/2023","OPEN","","","","381406",13908345,"PASSED","N","PERMIT","PLUMBING","4311 N WHIPPLE ST",4311,"N","WHIPPLE","ST",165578,60,41.959771198,-87.70438906,"(41.959771197880684, -87.70438906000935)"
6898792,"03/17/2023",2023-01-11,"EV1111","COMPLIED","03/09/2023","MAINTAIN OR REPAIR HYDRO ELEVA","","ABC RATED FIRE EXTINGUISHER REQUIRED IN ELEVATOR MACHINE ROOM.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",13909319,"PASSED","N","PERMIT","ELEVATOR","5801 N MOZART ST",5801,"N","MOZART","ST",653652,NA,41.986440462,-87.700710325,"(41.98644046175742, -87.70071032513872)"
6898793,"03/17/2023",2023-01-11,"EV1111","COMPLIED","03/09/2023","MAINTAIN OR REPAIR HYDRO ELEVA","","INSTALL SIGNS AND REQUIRED DOOR HARDWARE ON MACHINE ROOM DOOR(S).","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",13909319,"PASSED","N","PERMIT","ELEVATOR","5801 N MOZART ST",5801,"N","MOZART","ST",653652,NA,41.986440462,-87.700710325,"(41.98644046175742, -87.70071032513872)"
6907448,"03/20/2023",2023-01-13,"EL1884","COMPLIED","03/15/2023","SEE INSPECTOR COMMENTS","","NO SHOW FOR SCHEDULED INSPECTION 14A-5-501.1 CONTRACTOR WAS EMAILED WITH DATE OF INSPECTION. CONTRACTOR WAS CALLED THE MORNING OF INSPECTION.","","391118",14013021,"PASSED","N","PERMIT","ELECTRICAL","3535 W DICKENS AVE",3535,"W","DICKENS","AVE",6852,NA,41.919024014,-87.715040167,"(41.9190240140019, -87.71504016701077)"
6900845,"03/23/2023",2023-01-13,"EV1110","COMPLIED","03/20/2023","MAINTAIN OR REPAIR ELECT ELEVA","","PASS. ELEVATOR: WORKING DOOR RESTRICTOR REQUIRED.(PREVIOUSLY CITED)","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",13911331,"PASSED","N","PERIODIC","ELEVATOR","7455 N GREENVIEW AVE",7455,"N","GREENVIEW","AVE",13931,NA,42.017646105,-87.668046747,"(42.017646105212805, -87.66804674725317)"
6900846,"03/23/2023",2023-01-13,"EV1110","COMPLIED","03/20/2023","MAINTAIN OR REPAIR ELECT ELEVA","","PASS. ELEVATOR:REPAIR OR REPLACE DAMAGED PANEL ON CAR OPERATING PANEL SWING DOOR.(PREVIOUSLY CITED)","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",13911331,"PASSED","N","PERIODIC","ELEVATOR","7455 N GREENVIEW AVE",7455,"N","GREENVIEW","AVE",13931,NA,42.017646105,-87.668046747,"(42.017646105212805, -87.66804674725317)"
6900849,"03/23/2023",2023-01-13,"EV1110","COMPLIED","03/20/2023","MAINTAIN OR REPAIR ELECT ELEVA","","FRT. ELEVATOR: KEEP ELEVATOR MACHINE ROOM CLEAN. NOT TO BE USED FOR BUILDING STORAGE.(PREVIOUSLY CITED)","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",13911331,"PASSED","N","PERIODIC","ELEVATOR","7455 N GREENVIEW AVE",7455,"N","GREENVIEW","AVE",13931,NA,42.017646105,-87.668046747,"(42.017646105212805, -87.66804674725317)"
6900848,"05/11/2023",2023-01-13,"EV1110","COMPLIED","05/09/2023","MAINTAIN OR REPAIR ELECT ELEVA","","FRT. ELEVATOR: REPLACE DEFECTIVE DOOR ON ROOF TO ACCESS OVERHEAD SHEAVES. ALSO INSTALL A WORK LIGHT AND SWITCH IN OVERHEAD AND CLEAN ALL DEBRIS AND RUBBISH FROM OVERHEAD SPACE.(PREVIOUSLY CITED)","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",14016247,"PASSED","N","PERIODIC","ELEVATOR","7455 N GREENVIEW AVE",7455,"N","GREENVIEW","AVE",13931,NA,42.017646105,-87.668046747,"(42.017646105212805, -87.66804674725317)"
6900277,"08/15/2023",2023-01-17,"PL151137","COMPLIED","08/15/2023","OPEN","","","","BL00802",14076011,"PASSED","N","PERMIT","PLUMBING","3019 N NORMANDY AVE",3019,"N","NORMANDY","AVE",125679,NA,41.935163247,-87.793011966,"(41.93516324674824, -87.79301196592766)"
6900538,"01/30/2024",2023-01-18,"PL151137","COMPLIED","01/30/2024","OPEN","","","","400200",13911039,"PASSED","N","PERMIT","PLUMBING","6637 S MARYLAND AVE",6637,"S","MARYLAND","AVE",377748,NA,41.773865719,-87.6044222,"(41.773865718920334, -87.60442219977544)"
6900863,"06/01/2023",2023-01-13,"EV1111","COMPLIED","05/31/2023","MAINTAIN OR REPAIR HYDRO ELEVA","","REPAIR MACHINE ROOM SMOKE DETECTOR - TEST SAME.(PREVIOUSLY CITED)","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",14077966,"PASSED","N","PERIODIC","ELEVATOR","6000 N SHERIDAN RD",6000,"N","SHERIDAN","RD",12754,NA,41.991085928,-87.655562982,"(41.99108592777995, -87.65556298160936)"
6899769,"04/05/2023",2023-01-13,"EV1110","COMPLIED","03/30/2023","MAINTAIN OR REPAIR ELECT ELEVA","","PROVIDE VARIANCE FOR 20"" TOE GUARD.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","403526",13910316,"PASSED","N","PERMIT","ELEVATOR","1155 E 58TH ST",1155,"E","58TH","ST",19080,NA,41.789502855,-87.597545787,"(41.78950285472514, -87.5975457869883)"
6899768,"04/05/2023",2023-01-13,"EV1110","COMPLIED","03/30/2023","MAINTAIN OR REPAIR ELECT ELEVA","","TEST FAID'S","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","403526",13910316,"PASSED","N","PERMIT","ELEVATOR","1155 E 58TH ST",1155,"E","58TH","ST",19080,NA,41.789502855,-87.597545787,"(41.78950285472514, -87.5975457869883)"
6899770,"04/05/2023",2023-01-13,"EV1110","COMPLIED","03/30/2023","MAINTAIN OR REPAIR ELECT ELEVA","","PROVIDE HANDRAILS FOR OVERHEAD ENTRY STAIRWAY","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","403526",13910316,"PASSED","N","PERMIT","ELEVATOR","1155 E 58TH ST",1155,"E","58TH","ST",19080,NA,41.789502855,-87.597545787,"(41.78950285472514, -87.5975457869883)"
6899772,"04/05/2023",2023-01-13,"EV1110","COMPLIED","03/30/2023","MAINTAIN OR REPAIR ELECT ELEVA","","PROVIDE PERMANENT FLOORING IN ELEVATOR","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","403526",13910316,"PASSED","N","PERMIT","ELEVATOR","1155 E 58TH ST",1155,"E","58TH","ST",19080,NA,41.789502855,-87.597545787,"(41.78950285472514, -87.5975457869883)"
6902456,"04/05/2023",2023-01-17,"EV1110","COMPLIED","04/01/2023","MAINTAIN OR REPAIR ELECT ELEVA","","CANT LEDGE IN PIT BEHIND COUNTERWEIGHT RAILS FOR CAR N","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","403526",14006725,"PASSED","N","PERMIT","ELEVATOR","125 S CLARK ST",125,"S","CLARK","ST",253398,NA,41.879988513,-87.630688841,"(41.87998851304621, -87.63068884103124)"
6898856,"02/01/2024",2023-01-12,"CN136016","OPEN","","ROACHES","OTHER   :    :OTHER","BUILDING INFESTED WITH ROACHES, INCLUDING 2F.","Exterminate roaches and keep dwelling insect-free. (13-196-630 C)","87296",14220529,"FAILED","N","COMPLAINT","CONSERVATION","1765 W 95TH ST",1765,"W","95TH","ST",488290,4,41.721039674,-87.667317116,"(41.72103967374667, -87.66731711627374)"
6898857,"02/01/2024",2023-01-12,"CN107015","OPEN","","ILLUMINATE PUBLIC STAIR/HALL","OTHER   :    :OTHER","SOUTH EXTERIOR STAIRS LIGHT FIXTURE - OUT OF SERVICE.","Failed to provide and maintain adequate illumination for public hall and stairwell.  (13-196-080, 13-196-450, 13-160-660, 13-160-670)","87296",14220529,"FAILED","N","COMPLAINT","CONSERVATION","1765 W 95TH ST",1765,"W","95TH","ST",488290,4,41.721039674,-87.667317116,"(41.72103967374667, -87.66731711627374)"
6937868,"01/13/2023",2023-01-13,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","NO REPSONSE, NO ENTRY TO COURTYARD UNVERIFIED CONDITIONS OF BALCONY STRUCTURE AND OVERHEAD WALKWAYS.","Arrange for inspection of premises. (13-12-100)","365764",14081023,"FAILED","N","COMPLAINT","CONSERVATION","1734 N WELLS ST",1734,"N","WELLS","ST",69435,NA,41.913844114,-87.634940161,"(41.913844114345295, -87.6349401613755)"
6939195,"04/10/2023",2023-01-19,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","","POST OCCUPANCY PLACARDS AT MULTI-PURPOSE ROOM/GYM EXCEL","Arrange for inspection of premises. (13-12-100)","207401",13952069,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","1257 W 111TH ST",1257,"W","111TH","ST",525095,NA,41.692104446,-87.6543392,"(41.692104446210244, -87.65433920007129)"
6939217,"04/10/2023",2023-01-19,"CN102015","OPEN","","INT WALL/CEILING PEELING PAINT","","PEELING PAINT AT REPAST ROOM CEILING AND WALLS. NORTH AND WEST ELEVATION.","Failed to maintain interior walls, ceilings and woodwork free from flaking, peeling, chipped or loose paint.  (13-196-540(d))","207401",13951457,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","6451 S ASHLAND AVE",6451,"S","ASHLAND","AVE",380472,NA,41.776152466,-87.663984677,"(41.77615246591265, -87.66398467731338)"
6903223,"04/12/2023",2023-01-18,"CN061014","COMPLIED","04/10/2023","REPAIR EXTERIOR WALL","OTHER   :    451988","NORTH AND EAST ELEVATIONS /EXTERIOR WALL - WARPED, BULGING SIDING SECTIONS [MULTIPLE LOCATIONS]; SOME SECTIONS OF SIDING MISSING.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00876",13913360,"CLOSED","N","COMPLAINT","CONSERVATION","3129 N CLYBOURN AVE",3129,"N","CLYBOURN","AVE",114655,NA,41.938398549,-87.686371182,"(41.93839854902498, -87.68637118186594)"
6903224,"04/12/2023",2023-01-18,"CN067024","COMPLIED","04/10/2023","REPAIR EAVES","OTHER   :    451988","FRONT ELEVATION /EAVES - WARPED AND MISSING FACIA/SOFFIT BOARDS; SOME SECTIONS LOOSE AND HANGING.","Failed to maintain roof eaves in good repair and free from cracks and defects which may admit rain.  (13-196-530, 13-196-530(c), and 13-196-641)","BL00876",13913360,"CLOSED","N","COMPLAINT","CONSERVATION","3129 N CLYBOURN AVE",3129,"N","CLYBOURN","AVE",114655,NA,41.938398549,-87.686371182,"(41.93839854902498, -87.68637118186594)"
6903225,"04/12/2023",2023-01-18,"CN138056","COMPLIED","04/10/2023","DEBRIS, EXCESSIVE","OTHER   :    451988","REAR ELEVATION /WOOD DECK AT 1ST FLOOR - EXCESSIVE AMOUNTS OF HOUSEHOLD ITEMS, BUILDING MATERIALS AND PROPANE TANK BEING STORED ON REAR WOOD DECK.","Remove accumulation of refuse and debris and keep premises clean. (13-196-580, 13-196-630)","BL00876",13913360,"CLOSED","N","COMPLAINT","CONSERVATION","3129 N CLYBOURN AVE",3129,"N","CLYBOURN","AVE",114655,NA,41.938398549,-87.686371182,"(41.93839854902498, -87.68637118186594)"
6898730,"04/13/2023",2023-01-10,"EV1111","COMPLIED","04/10/2023","MAINTAIN OR REPAIR HYDRO ELEVA","","ELEVATOR MACHINE ROOM NOT TO BE USED FOR STORING BICYCLES, AIR CONDITIONERS, ETC.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",14078221,"PASSED","N","PERIODIC","ELEVATOR","5862 N LINCOLN AVE",5862,"N","LINCOLN","AVE",211549,NA,41.987937498,-87.703498302,"(41.987937498034746, -87.70349830221443)"
6943807,"04/18/2023",2023-01-14,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","","WWW.CITYOFCHICAGO.ORG OR CALL (312) 743-0413","Arrange for inspection of premises. (13-12-100)","116932",14085364,"FAILED","N","COMPLAINT","PLUMBING","4828 S INDIANA AVE",4828,"S","INDIANA","AVE",18260,NA,41.806607195,-87.621288295,"(41.80660719472207, -87.62128829541838)"
6943806,"04/18/2023",2023-01-14,"PL238010","OPEN","","REPAIR DEFECTIVE DOWNSPOUT","","NORTH SIDE OF BUILDING.","Repair or replace defective rain gutter and downspout creating unsanitary condition. (7-28-060, 18-29-1106.1)","116932",14085364,"FAILED","N","COMPLAINT","PLUMBING","4828 S INDIANA AVE",4828,"S","INDIANA","AVE",18260,NA,41.806607195,-87.621288295,"(41.80660719472207, -87.62128829541838)"
6898933,"01/12/2023",2023-01-11,"EV1111","OPEN","","MAINTAIN OR REPAIR HYDRO ELEVA","","PROVIDE WRITTEN DOCUMENTATION OF LICENSED ELEVATOR CONTRACTOR PERFORMING MAINTENANCE ON UNIT.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622",13909413,"FAILED","N","PERIODIC","ELEVATOR","6430 S ASHLAND AVE",6430,"S","ASHLAND","AVE",26774,NA,41.776713679,-87.664292332,"(41.776713679252985, -87.66429233193223)"
6898936,"01/12/2023",2023-01-11,"EV1111","OPEN","","MAINTAIN OR REPAIR HYDRO ELEVA","","ANNUAL CATEGORY 1 TEST PAST DUE. PROVIDE DOCUMENTATION.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622",13909413,"FAILED","N","PERIODIC","ELEVATOR","6430 S ASHLAND AVE",6430,"S","ASHLAND","AVE",26774,NA,41.776713679,-87.664292332,"(41.776713679252985, -87.66429233193223)"
6898938,"01/12/2023",2023-01-11,"EV1111","OPEN","","MAINTAIN OR REPAIR HYDRO ELEVA","","PROVIDE UPDATED FIRE EXTINGUISHER IN MACHINE ROOM.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622",13909413,"FAILED","N","PERIODIC","ELEVATOR","6430 S ASHLAND AVE",6430,"S","ASHLAND","AVE",26774,NA,41.776713679,-87.664292332,"(41.776713679252985, -87.66429233193223)"
6946002,"04/21/2023",2023-01-10,"CN078014","OPEN","","ILLUMINATE EXIT AREAS","","ILLUMINATE EXIT DOORS","Failed to provide and maintain adequate illumination of exit areas.  (13-160-660, 13-160-670, 13-196-080)","207401",13952175,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","930 E 43RD ST",930,"E","43RD","ST",611100,NA,41.816969742,-87.602760628,"(41.816969741803085, -87.60276062784759)"
6945999,"04/21/2023",2023-01-10,"CN061014","OPEN","","REPAIR EXTERIOR WALL","","INSTALL LINTEL AT EXIT DOOR EAST ELEVATION","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","207401",13952175,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","930 E 43RD ST",930,"E","43RD","ST",611100,NA,41.816969742,-87.602760628,"(41.816969741803085, -87.60276062784759)"
6947950,"04/25/2023",2023-01-17,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","","NORTH WOODEN STAIR SYSTEM WEAK/UNSTABLE STAIRS FROM GRADE TO INTERMEDIATE LANDING, 4X4 COLUMNS NO VISIBLE FOOTINGS, LOOSE HANDRAIL 14X-3-303.1.1","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","293822",14087915,"FAILED","N","COMPLAINT","SPECIAL TASK FORCE","10318 S PROSPECT AVE",10318,"S","PROSPECT","AVE",505537,NA,41.706082952,-87.662207788,"(41.70608295188783, -87.66220778818854)"
6947922,"02/07/2024",2023-01-13,"EL1884","COMPLIED","09/14/2023","SEE INSPECTOR COMMENTS","","PROVIDE ELECTRICAL PERMIT IN ORDER TO CORRECT ELECTRICAL VIOLATIONS (14A-4-404.6)","","293822",14087908,"PASSED","N","COMPLAINT","SPECIAL TASK FORCE","9330 S LONGWOOD DR",9330,"S","LONGWOOD","DR",479385,NA,41.7244516,-87.668378348,"(41.72445160022783, -87.66837834778799)"
