Brand,Product_Description,Screen_Size,RAM,Processor,GPU,GPU_Type,Resolution,Condition,Price
Acer,"Acer 15.6"" FHD Laptop Intel i5-1035G1 8GB 256GB SSD Gray A315-56-594W🔥NEW🔥",15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,489.95
Lenovo,"Lenovo ThinkPad 12"" x260 Core i5-6300U 2.4GHz 16GB 512GB SSD 1080p Win 10 Laptop",12,16,Intel Core i5 6th Gen.,Intel HD 520,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,299.0
Asus,"ASUS VivoBook S433E 14” CORE i5-1135G7 @ 2.40GHz | 8GB RAM, 512GB SSD | #T193",14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,,Open box,450.0
Dell,"Dell Latitude E7270 12"" Core i5-6300u 2.4GHz 8GB 256GB SSD Webcam Win 10 Laptop",12.5,8,Intel Core i5 6th Gen.,,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,210.0
HP,HP ZBook 14u G5 Core i7-8650u 1.9GHz 32GB 256GB SSD 4K Pro WX 3100 Gaming Laptop,14,32,Intel Core i7 8th Gen.,AMD Radeon Pro WX 3100,Integrated/On-Board Graphics,3840 x 2160,Good - Refurbished,530.0
Microsoft,"Microsoft DAG-00001 Surface 13.5"" Intel i5-7200U 8/256GB Touch Laptop - Open Box",13,8GB,Intel Core i5 7th Gen.,,Integrated/On-Board Graphics,,Open box,963.6
MSI,"MSI Gaming GF63 Thin, Core i7 CPU, 1TB Solid State, 8GB RAM, nVIDIA GTX 1650 4GB",15.6,8,Intel Core i7 9th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,Open box,700.0
Lenovo,"LVO ThinkPad T14 Gen 2 14"" FHD i5-1145G7 4 Core 8 GB Total RAM - 256 GB SSD",14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,880.0
Samsung,"Samsung - Galaxy Chromebook 2 - 13.3"" QLED Touch Screen - Intel Core i3 - 8GB...",13.3,8,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,499.99
Dell,"New Dell Vostro 3400 14"" FHD i5-1135G7 8GB 256GB SSD WIn10 Pro Laptop Computer",14,8,Intel Core i5 11th Gen.,,Integrated/On-Board Graphics,,New,599.99
Lenovo,"Lenovo 15.6"" FHD TOUCH INTEL I3-1115G4/8GB/256GB SSD NEW!!!!",15.6,8,Intel Core i3 11th Gen.,,,,New,409.99
LG,"LG Gram 17"" (512GB SSD, Intel Core i7 12th Gen 16gb Works Great",17,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,Open box,764.0
Acer,"New Acer 13.5"" Swift 3 Laptop IPS LCD Core i7-1165G7 8GB 512GB SSD SF313-53-78UG",13.5,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2256 x 1504,New,689.95
Lenovo,"Lenovo X13 Gen 1 14"" FHD I5-10310U 256GB SSD 16GB W10P Backlit, Webcam Genuine",14,16,Intel Core i5 10th Gen.,Intel(R) UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,332.99
Dell,Dell Latitude 5420 Business 14 Laptop Core i7 FHD 11th Gen 32GB RAM 0,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,273.1
Lenovo,"Lenovo ThinkPad 12"" x260 Core i5-6300U 2.4GHz 4GB 250GB Webcam 1080p Wn10 Laptop",12,4,Intel Core i5 6th Gen.,Intel HD 520,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,225.0
HP,"CHEAP DEAL IN DESCRIPTION!! GAMING LAPTOP!!HP Victus 15.6""",15.6,8,AMD Ryzen 5 7000 Series,NVIDIA GeForce RTX 2050,Dedicated Graphics,1920 x 1080,Open box,749.99
Lenovo,Lenovo Yoga 7i 14IAL7 14'' (1TB SSD Intel i7-1255U 3.5GHz 16GB RAM) - 82QE001NUS,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2240 x 1400,Open box,850.0
Dell,Dell Precision 7550 Laptop i7-10875H 512GB PCIe 32GB FHD CMRA T1000 BKLT NBD WTY,15.6,32,Intel Core i7 10th Gen.,NVIDIA Quadro T1000 4GB GDDR6,Dedicated Graphics,1920 x 1080,Very Good - Refurbished,999.99
Dell,"2021 Dell Latitude 13 5320 i7-1185G7 16GB 512GB SSD 13.3"" FHD Iris Xe W11 Pro",13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,479.0
Lenovo,"New Lenovo IdeaPad 720S-13ARR (13"" FHD/AMD R5-2500U/512GB SSD/8GB DDR4) Platinum",13,8GB,Intel Core i7 8th Gen.,,Integrated/On-Board Graphics,,New,629.99
MSI,"MSI GF63 Thin 11UC Gaming 15.6"" FHD 144Hz i5-11400H 2.7GHz 16GB 512GB RTX 3050",15.6,16,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,Open box,712.49
Dell,"2022 Dell Precision 14 3470 Laptop i5-1250P 16GB 256GB SSD 14"" FHD Iris XE 11Pro",14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,629.0
Lenovo,"Lenovo ThinkPad E16 Gen 1 16"" Intel i5-1335U 16GB RAM 256GB SSD W11P- 21JN003YUS",16,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,New,846.71
Acer,"Acer TravelMate 15.6"" Laptop Intel Core i5-10210U 1.6GHz 8GB Ram 256GB SSD W10P",15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,666.66
Microsoft,"Microsoft 12.4"" Surface Laptop Go-2 Intel i5 8GB RAM 128GB SSD W11H - 8QC-00026",12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1536 x 1024,New,796.05
Lenovo,"Lenovo IdeaPad Laptop, 15.6"" FHD, i5-1035G1, UHD Graphics, 8GB, 512GB SSD win 10",15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics G1,Integrated/On-Board Graphics,1920 x 1080,New,669.0
Dell,"Powerful Dell Latitude E5580 i5-6440HQ 1080P 16GB RAM 256GB SSD 15.6"" IPS Win10P",15.6,16,Intel Core i5 6th Gen.,Intel HD Graphics 530,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,499.99
Dell,"NEW Dell Inspiron 15 3511 Laptop 15.6""FHD Intel i3-1115G4 128GB SSD 4/8GB RAM",15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,427.82
Dell,"Dell Latitude 7210 12.3"" FHD 2-in-1 Tablet, Intel i7,16GB RAM, 512GB SSD,9PT1X",12.3,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1280,Very Good - Refurbished,635.98
Dell,"Dell Latitude 3570 15.6"" i3-6200u 2.3GHz 16GB 256GB SSD Webcam WiFi Win10 Laptop",15.6,16,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated/On-Board Graphics,1366x768,Good - Refurbished,245.0
Dell,Dell Latitude 7490 Core i5-8250u 3.4GHz 32GB 512GB SSD Webcam WiFi Win 10 Laptop,14,32,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,,Good - Refurbished,340.0
Dell,"NEW Dell Inspiron 15.6"" Touch Intel i5 Upgraded 16GB RAM & 512GB SSD Wi-Fi Win11",15.6,16,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,674.1
Lenovo,"Lenovo IdeaPad 5 14"" FHD Laptop (i5-1135G7, 16GB, 512GB) 82FE00MEUS Backlit _NEW",14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,678.88
Lenovo,"Lenovo 21JN0073US ThinkPad E16 Gen 1 16"" Notebook - WUXGA - 1920 x 1200 - Intel",16,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,New,194.71
Dell,Dell Latitude 14 RUGGED 5424 i5-8350U 512GB 16GB FHD RGB Camera WIFI WTY,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics,,1920 x 1080,Excellent - Refurbished,99.99
Samsung,NEW SEALED BOX Samsung GalaxyBook Pro 15.6' Lpatop,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,699.0
Dell,Dell Latitude 14 RUGGED 5424 i7-8650U 512GB PCIe 16GB FHD CMRA W10P RX540 WTY,14,16,Intel Core i7 8th Gen.,AMD Radeon RX 540 4GB GDDR5,Dedicated Graphics,1920 x 1080,Very Good - Refurbished,299.99
Dell,"Dell Latitude 13 5320 2-in-1 (512GB SSD, Core i7-1185G7 11th Gen., 16GB DDR4)...",13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,949.0
Dell,Dell Latitude E5440 Core i7-4600u 2.1GHz 8GB 256GB SSD Wn10 GT720m Gaming Laptop,14,8,Intel Core i7 4th Gen.,Nvidia GeForce GT 720M 2GB,Dedicated Graphics,,Good - Refurbished,225.0
Lenovo,NEW LENOVO 82Y0000JUS 14 WUXGA IPS 1920X1200 / I5-1335U 16G 512G WI-FI 6 BACKLIT,14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1900 x 1200,New,146.66
Acer,"Acer Swift 3 SF314-59 SF314-59-75QC 14"" Notebook NX.A5UAA.006-Open Box",14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,459.49
Lenovo,"Lenovo ThinkBook 15 G2 ITL 15.6"" 512GB SSD, Intel i7 11th Gen, 4.70 GHz, 8GB",15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,816.33
Dell,Dell Latitude E5440 Core i7-4600u 2.1GHz 16GB 512GB SSD W10 GT720m Gaming Laptop,14,16,Intel Core i7 4th Gen.,Nvidia GeForce GT 720M 2GB,Dedicated Graphics,,Good - Refurbished,260.0
Dell,"Dell Latitude E7270 12"" Core i5-6300u 2.4GHz 8GB 512GB SSD Webcam Win 10 Laptop",12.5,8,Intel Core i5 6th Gen.,,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,230.0
Lenovo,"Lenovo Thinkpad X1 Carbon Gen 9 14"" 2021 FHD+ TOUCH 2.8 GHz i7-1165G7 16GB 1TB",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1200,Very Good - Refurbished,649.99
HP,"HP Envy 16"" WQXGA Touch Laptop PC Intel Core i5-12500H 16GB 1TB SSD 4GB A370M",16,16,Intel Core i5 12th Gen.,,Dedicated Graphics,,Excellent - Refurbished,849.0
HP,"HP EliteBook x360 830 G7 13.3"" Touch i7-10810U 1TB SSD 32GB RAM 2-in-1 LTE 4G",13.3,32,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,624.99
Dell,Dell Latitude 5420 i7-1185G7 512GB PCIe 32GB TOUCH W10P CMRA BKLT 1+YR PRO WTY,14.0,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,949.99
Lenovo,"Lenovo ThinkPad X240 12"" i5-4300u 1.9GHz 8GB 512GB SSD Touch Screen Win10 Laptop",12.5,8,Intel Core i5 4th Gen.,Intel HD Graphics 4000,Integrated/On-Board Graphics,,Good - Refurbished,220.0
Dell,"Dell Precision 7560 15.6"" FHD Core i7-11850H 32GB 512GB SSD NVIDIA RTX A4000",15.6,32,Intel Core i7 11th Gen.,NVIDIA RTX A4000,Dedicated Graphics,1920 x 1080,New,980.0
Dell,Dell Latitude 7420 i7-1185G7 1TB PCIe 16GB FHD CMRA BT W10P BKLT WTY Excellent,14.0,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,779.99
Dell,Dell Precision 7770 Laptop i7-12850HX 1TB + 256GB PCIe 16GB FHD CMRA BT WIFI WTY,17.3,16,Intel Core i7 12th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1200,Excellent - Refurbished,599.99
Dell,"Dell Latitude E6440 14"" Core i5-4310M 2.7GHz 16GB 512GB SSD Webcam Win 10 Laptop",14,16,Intel Core i5 4th Gen.,Intel Graphics Family,Integrated/On-Board Graphics,,Good - Refurbished,215.0
Dell,Dell Inspiron 14 5400 Laptop Intel i5 8GB Windows 10 512GB SSD Open Box,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Open box,467.04
Dell,"Dell Latitude 5290 12"" i7-8650u 1.9GHz 16GB 256GB SSD Webcam WiFi Win 10 Laptop",14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,,Good - Refurbished,315.0
Lenovo,"Lenovo ThinkPad 12"" x260 Core i5-6300U 2.4GHz 8GB 128GB SSD 1080p Win 10 Laptop",12,8,Intel Core i5 6th Gen.,Intel HD 520,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,245.0
Acer,"Acer Nitro 5 15.6"" 256GB, Intel Core i5 9th Gen. 2.40GHz NVIDIA GeForce GTX 1650",15.6,8,Intel Core i5 9th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,New,659.0
Microsoft,"Microsoft Surface Pro 9 QCB-00001 13"" 8GB 128GB SSD 10MP Intel Core i5 Platinum",13,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2880 x 1920,Very Good - Refurbished,639.99
Asus,"Asus Vivobook F1502ZA-SB71 Core™ i7-1255U 512GB SSD 8GB 15.6"" FHD W11 Blue",15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,575.99
Dell,Dell Latitude 5410 i7-10610U 512GB PCIe 16GB FHD BT W10P BKLT TB NBD DELL WTY,14.0,16,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,799.99
Lenovo,New Lenovo IdeaPad 3 81X80055US 15.6'' FHD Laptop i3-1115G4 4GB 128GB SSD W10,15.6,4,Intel Core i3 11th Gen.,AMD Radeon Graphics,Dedicated Graphics,1920 x 1080,New,384.47
Microsoft,"Microsoft Surface Laptop 3 13.5"" (256GB SSD, Intel Core i5 10th Gen., 3.70 GHz,",13.5,8,Intel Core i5 10th Gen.,Intel Iris Plus Graphics,Integrated/On-Board Graphics,2256 x 1504,New,700.0
HP,"HP ProBook 450 G8 15.6"" FHD Intel i5-1135G7 16GB 512GB SSD Webcam Win 10 Pro",15.6,16,Intel Core i5 11th Gen.,,,,Excellent - Refurbished,741.66
Lenovo,"Lenovo Ideapad 3i 15.6"" FHD Touch Laptop - Core i5-1155G7 with 8GB/512GB SSD",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,445.0
Dell,NEW 9DVJP 3440 CS i5 8G 256G 14 W11 LATI34409DVJP,14,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1366 x 768,New,920.98
Dell,"Dell Latitude 5290 12"" i7-8650u 1.9GHz 8GB 256GB SSD Webcam WiFi Win 10 Laptop",14,8,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,,Good - Refurbished,295.0
Dell,"Dell Inspiron 15 Laptop,10th Gen Intel Core i5, 8GB DDR4, 256GB SSD, Wins 11,NEW",15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,,1920 x 1080,New,529.99
Dell,Dell Latitude 5289 i5-7300u 2.7GHz 8GB 256GB SSD Touch Screen 2-1 Tablet Laptop,12.5,8,Intel Core i5 7th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,255.0
HP,"HP EliteBook 840 G7 14"" i5-10210U 8GB/256GB W10P 1C8N4UT#ABA NEW ✅❤️️✅❤️️✅",14,8,Intel Core i5 10th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Open box,999.99
Dell,Dell Latitude 5420 Business 14 Laptop Core i7 FHD Touchscreen 11th Gen 1,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,402.77
Microsoft,"Microsoft Surface Pro 7 1866 12.3"" i3-1005G1 1.2GHz 4GB RAM 128GB SSD",12.3,4,Intel Core i3 11th Gen.,Intel (R) UDH Graphics,Integrated/On-Board Graphics,2736 x 1824,New,520.0
Dell,New Dell Inspiron i3511-5101BLK-PUS 15.6'' FHD Touch Laptop i5-1135G7 8GB 256GB,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,599.47
Dell,"Dell Latitude 7210 2-in-1 12.3"" FHD Touch i5-10310U 8GB 256GB SSD Keyboard Cam",12.3,8,Intel Core i5 10th Gen.,,Integrated/On-Board Graphics,,Excellent - Refurbished,487.86
Dell,Dell Precision M2800 i7-4710MQ 3.5GHz 16GB 256GB SSD Win10 AMD 2GB Gaming Laptop,15.6,16,Intel Core i7 4th Gen.,AMD FirePro W4170M with 2GB GDDR5,Dedicated Graphics,1366x768,Good - Refurbished,285.0
Dell,"Dell ALIENWARE 17 R4 17"" QHD 120Hz I7-7820HK 1TB SSD 16GB W10 GeForce GTX 1080",17,16,Intel Core i7 7th Gen.,NVIDIA GeForce GTX 1080,Dedicated Graphics,2560 x 1440,Very Good - Refurbished,744.99
Asus,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU",15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,399.0
Samsung,"Samsung Galaxy Book Flex2 Alpha 13.3"" 256GB SSD Intel Core i5 8GB RAM -Excellent",13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,749.99
HP,HP ZBook Power G8 Workstation UHD 4K i7-11850H 32GB 512GB NVIDIA T1200 WRTY2025,15.6,32,Intel Core i7 11th Gen.,NVIDIA T1200,Integrated/On-Board Graphics,3840 x 2160,Open box,999.99
Dell,"Dell Latitude E5480 14"" i5-7300u 2.7GHz 8GB 256GB SSD Webcam FHD Win 10 Laptop",14,8,Intel Core i5 7th Gen.,,Integrated/On-Board Graphics,,Good - Refurbished,195.0
Lenovo,New Lenovo IdeaPad 81X800EKUS 15.6'' FHD Laptop i3-1115G4 4GB 128GB SSD W11S,15.6,4,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,349.47
HP,New HP EliteBook 850 G8 i5-1135G7 16GB 256GB Notebook Laptop 2.40GHz - 3N8P1UT,15.6,16,Intel Core i5 11th Gen.,,,,Open box,799.95
HP,HP ZBook 15u G5 Core i7-8650u 1.9GHz 16GB 512GB SSD 4K Pro WX 3100 Gaming Laptop,15.6,16,Intel Core i7 8th Gen.,AMD Radeon Pro WX 3100,Dedicated Graphics,3840 x 2160,Good - Refurbished,550.0
HP,"HP 15-DW2025OD 15.6"" HD 1366x768 Laptop Intel i5-1035G1 1GHz 8GB 2TB HDD W10",15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1366 x 768,Open box,325.0
Lenovo,"Lenovo Thinkpad P53 15.5"" FHD I5-9400H 256GB SSD 8GB W10P Quadro T1000",15.5,8,Intel Core i5 9th Gen.,NVIDIA Quadro T1000,Dedicated Graphics,1920 x 1080,Good - Refurbished,424.99
Acer,"NEW Acer AV15-53P-77V9 NX.KN6AA.001 Aspire Vero AV15-53P 15.6"" Notebook - Full",15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,148.92
Dell,Dell Latitude E7470 Core i5-6300u 2.4GHz 16GB 500GB Webcam WiFi FHD Win10 Laptop,14,16,Intel Core i5 6th Gen.,,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,220.0
MSI,New MSI Modern 15 A11MU-652 15.6'' FHD Laptop Intel i7-1195G7 8GB 1TB Iris Xe,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,759.46
Lenovo,"Lenovo ThinkPad 12.5"" x250 i5-5300u 2.3GHz 4GB 500GB BT Webcam Win 10 Laptop",12.5,4,Intel Core i5 5th Gen.,Intel HD Graphics 5500,Integrated/On-Board Graphics,1366x768,Good - Refurbished,225.0
Dell,Dell Vostro 14 3400 Laptop Intel i5 8GB Windows 10 256GB SSD + 1TB HDD Open Box,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,657.11
HP,"New HP 15-eg1073cl 15.6"" T/S FHD Laptop -- i7-1195G7/ 16GB/ 512GB SSD/ Win 11",15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,899.99
HP,"New HP EliteBook 840 G8 14"" i7-1165G7 16GB 256GB M.2 Laptop -360W3UT#ABA",14,16,Intel Core i7 11th Gen.,,,,Open box,849.95
HP,"HP 15-dy2093dx 15.6"" (Intel Core i5-1135G7, 256GB SSD, 8GB RAM) Laptop - Natural",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,450.0
Dell,"Dell Latitude E6440 14"" Core i5-4310M 2.7GHz 8GB 256GB SSD Webcam Win 10 Laptop",14,8,Intel Core i5 4th Gen.,Intel Graphics Family,Integrated/On-Board Graphics,,Good - Refurbished,190.0
Samsung,"Samsung Notebook Odyssey 15.6"" (512GB SSD, Intel Core i7 9th Gen. 4.50 GHz,...",15.6,16,Intel Core i7 9th Gen.,,Dedicated Graphics,,Open box,999.99
Dell,Dell Latitude E7470 i7-6600u 2.6GHz 16GB 512GB SSD Webcam WiFi FHD Win10 Laptop,14,16,Intel Core i7 6th Gen.,,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,295.0
Asus,"ASUS ZenBook UX325, 512GB SSD, Core i7 11th 8GB RAM",13.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,674.99
Dell,Dell Latitude 13 Rugged Extreme 7330 i5-1145G7 2TB 16GB TOUCH CMRA FP BKLT WTY,13.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,899.99
Panasonic,Serial+vga+smartcard+32gb ram/Panasonic Toughbook FZ-55 Touchscreen i5 8365U/,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Open box,599.99
Dell,"Dell Precision 7740 17.3"" FHD i7-9850H 32GB 512GB PCIe SSD RTX 3000 Camera W10P",17.3,32,Intel Core i7 9th Gen.,NVIDIA Quadro RTX 3000,Dedicated Graphics,,Very Good - Refurbished,669.0
Dell,"2021 Dell Latitude 13 5320 i7-1185G7 16GB 256GB SSD 13.3"" FHD Iris Xe W11 Pro",13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,469.0
Lenovo,Lenovo ThinkPad T14 Gen 2 14'' Intel Core i5-1135G7 2.4GHz 8GB RAM 256GB SSD-NEW,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,725.0
HP,"HP ELITEBOOK 640 G9 14"" FHD I5-1245U 512GB SSD 16GB W10P Warranty",14,16,Intel Core i5 12th Gen.,Intel(R) UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,514.99
Dell,Dell Latitude E7470 i7-6600u 2.6GHz 32GB 256GB SSD Webcam WiFi FHD Win10 Laptop,14,32,Intel Core i7 6th Gen.,,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,305.0
Dell,Dell Latitude 5420 Business 14 Laptop Core i7 FHD 2023 64GB RAM 512GB SSD r,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,558.86
Lenovo,"Lenovo ThinkPad X240 12"" i5-4300u 1.9GHz 8GB 128GB SSD Touch Screen Win10 Laptop",12.5,8,Intel Core i5 4th Gen.,Intel HD Graphics 4000,Integrated/On-Board Graphics,,Good - Refurbished,175.0
LG,"LG gram 15"" (512GB SSD, Intel Core i5 12th Gen., 4.40 GHz, 16GB) Laptop - Gray -",15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,700.0
Lenovo,"Lenovo ideapad 3 14"" FHD Intel i5-1035G1 20GB 1TB PCIe SSD Webcam WIFI Windows10",14,20,Intel Core i5 10th Gen.,,,,Excellent - Refurbished,506.66
Dell,"Dell Latitude 9420 14"" QHD+ Notebook, Intel i7-1185G7,16GB RAM,512GB SSD,W2V05",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,Very Good - Refurbished,736.53
Microsoft,"Microsoft Surface Laptop 4 13.5"" Touchscreen 1th gen i7, 256GB SSD, 16gb RAM",13.5,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2256 x 1504,Excellent - Refurbished,799.0
HP,"HP EliteBook 640 G9 Notebook PC - i7-1270p, 1TB m.2 SSD, 32GB RAM (796H4US#ABA)",14,32,Intel Core i7 12th Gen.,,Integrated/On-Board Graphics,1920 x 1080,New,144.95
Asus,"ASUS VivoBook 14"" (128GB SSD, Intel Core i3 11th Gen., 4.1GHz, 8GB) Laptop -...",14,8,Intel Core i3 11th Gen.,,Integrated/On-Board Graphics,1920 x 1080,New,339.0
Microsoft,Microsoft Surface Pro 7 256GB Intel Core i5 8GB RAM *Ecellent Condition*,12.3,8,Intel Core i5 10th Gen.,,Integrated/On-Board Graphics,2736 x 1824,Open box,499.0
Dell,"Dell PRECISION 7560 15.6"" FHD I7-11850H 512GB SSD 16GB W10P T1200 Webcam",15.6,16,Intel Core i7 11th Gen.,NVIDIA T1200,Dedicated Graphics,1920 x 1080,Good - Refurbished,768.99
Lenovo,"Lenovo X13 2nd Gen 14"" FHD+ I5-1145G7 512GB SSD 16GB W10P Very good, warranty",14,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Very Good - Refurbished,457.99
HP,New HP EliteBook 850 G8 i5-1135G7 16GB 256GB Notebook Laptop 2.40GHz - Warranty,15.6,16,Intel Core i5 11th Gen.,,,,Open box,999.95
